[n]飾帶, 花邊, 緞帶, 鞋帶；[vt]扎帶子, 扎, 飾以花邊；[vi]縛帶子	,	lace
[n]梯子, 階梯；[vi]襪子抽絲, 裝設梯子	,	ladder
[n]笑, 笑聲	,	laughter
[n]洗衣店, 要洗的衣服, 洗熨	,	laundry
[n]草地, 草坪, (均勻生長于固體培養基的)菌苔	,	lawn
[n]漏洞, 漏出, 漏出物, 泄漏,	,	leak
[v]跳, 跳越, 跳躍；[n]跳躍, 飛躍	,	leap
[n]皮革, 皮革製品	,	leather
[n]空閑, 閒暇, 悠閑, 安逸	,	leisure
[v]延長, (使)變長	,	lengthen
[n](慣于)說謊者	,	liar
[n]自由主義者, (尤指英國﹑加拿大等國的)；[a]慷慨的, 不拘泥的, 寬大的, 自由主義的	,	liberal
[n]自由, 特權, 隨意, 冒失, 冒昧, 失禮	,	liberty
[n]救生艇	,	lifeboat
[n]救生員	,	lifeguard
[n]一生, 終生, 壽命	,	lifetime
[n]燈塔	,	lighthouse
[n]肢, 翼, 分支	,	limb
[n]<美>口紅, 脣膏	,	lipstick
[n]垃圾﹐（供動物睡眠或防凍用的）乾草﹑樹葉, (一)窩, 轎；[vt]亂丟, 鋪草, 弄亂；[vi]產仔, 亂丟垃圾	,	litter
[a]活潑的, 活躍的, 栩栩如生的, 真實的	,	lively
[n]負荷, 重擔, 裝載量, 工作量, 負載, 加載；[vt]裝載, 裝填, 使擔負；[vi]裝貨, 裝彈藥﹐裝料	,	load
[n]大廳, 休息室,	,	lobby
[n]龍蝦	,	lobster
[n]棒棒糖	,	lollipop
[n]解放, 放任, 放縱；[a]寬松的, 不精確的, 不牢固的；[vt]釋放, 放槍, 開船；[vi]變松, 開火；[副]鬆散地	,	loose
[n]封建領主, 地主, 統治者, 上帝；[vi]稱王稱霸, 作威作福；[vt]使成貴族	,	lord
[n]擴音器, 喇叭	,	loudspeaker
[n]行李, 皮箱	,	luggage
[n]催眠曲, 搖籃曲, 輕柔的聲音；[v]唱催眠曲使入睡	,	lullaby
[n]肺, 呼吸器, 肺臟	,	lung
[a]不可思議的	,	magical
[n]磁體, 磁鐵	,	magnet
[n]少女, 女僕	,	maid
[n]<美>主修課, 成年人, 大調；	,	major
[n]多數, 大半；[n] 成年	,	majority
[n]購物商場, 商業街, 林蔭路	,	mall
[vi]處理, 應付過去；[vt]管理, 控制, 操縱, 維持, 運用, 搞成, 設法, 達成	,	manage
[a]易處理的, 易管理的, 便於管理的	,	manageable
[n]經營, 管理, 處理, 操縱, 駕駛, 手段	,	management
[n]經理, 管理人員, 管理器	,	manager
[n]人類, 男性, 男子	,	mankind
[n]禮貌	,	manners
[n]大理石, (玩具)彈球.石彈子, 彫刻品；[a]大理石的, 冷酷無情的, 堅硬的	,	marble
[n]行軍, 步伐, 進行曲；[vi]進軍, 前進；[vt]使行軍, 使行進；[n](March)三月(略作Mar)	,	march
[a]引起驚異的, 不可思議的, 非凡的	,	marvelous
[n]數學	,	math
[n]數學	,	mathematics
[a]成熟的, 到期的, 充份考慮的, (票據等)到期的；[vt]使成熟；[vi]成熟, 到期	,	mature
[n]市長	,	mayor
[n]草地, 牧場	,	meadow
[a]意味深長的	,	meaningful
(=meantime) n.其間, 其時；[副]其間	,	meanwhile
[n]獎章, 勛章, 紀念章；[v]授予...獎章	,	medal
[n]媒體	,	media
[n]醫生, 體格檢查；[a]醫學的, 內科的,	,	medical
[n]媒體, 方法, 媒介；[a]中間的, 中等的, 半生熟的	,	medium
[v](使)融化, (使)熔化, 使軟化, 使感動	,	melt
[n]成員資格, 成員人數	,	membership
[v] 記住, 記憶	,	memorize
[a]精神的, 智力的	,	mental
[vt]提及, 說起；[n]提及, 說起；[v]論及, 提及	,	mention
[n]商人, 批發商, 貿易商, 店主；[a]商業的, 商人的	,	merchant
[a]歡樂的, 愉快的	,	merry
[n]混亂, 臟亂；[v]弄亂	,	mess
[n]擴音器, 麥克風	,	microphone
[n]微波(波長為1毫米至30厘米的高頻電磁波)	,	microwave
[v](may的過去是和過去分詞；see may)；[n]力量, 威力, 權力, 能, 可能；[助]可以	,	might
[n]有勢力的人；[a]有勢力的, 強大的, 有力的；[副]很, 極, 非常	,	mighty
[n]百萬富翁, 大富豪	,	millionaire
[n]礦工	,	miner
[n]未成年人, 副修科目；[a]較小的, 次要的,未成年的；	,	minor
[n]少數, 少數民族	,	minority
[n]奇跡, 奇事	,	miracle
[n]痛苦, 苦惱, 悲慘, 不幸, 窮困	,	misery
[n]導彈, 發射物	,	missile
[a]不見的, 缺少的	,	missing
[n]使命, 任務, 使團, 代表團	,	mission
[n]混合, 混合物, 混合劑	,	mixture
[n](集合詞)暴徒, 烏合之眾, (盜賊等的)一群；[v]成群暴動, 聚眾滋擾	,	mob
[a]可移動的, 易變的, 機動的；[n]運動物體	,	mobile
[a]潮濕的；[n]潮濕	,	moist
[n]潮濕, 濕氣	,	moisture
[n]修道士, 僧侶	,	monk
[n]心情, 情緒, 語氣, 狀態	,	mood
[n]拖把(俗稱地拖), 洗碗；[v]用拖把拖洗, 擦, 抹, 掃蕩	,	mop
[a]道德(上)的, 精神的；[n]道德	,	moral
[n]汽車旅館	,	motel
[n]發動機, 電動機	,	motor
[n]謀殺, 凶殺；[vt]謀殺, 凶殺；[v]謀殺	,	murder
[n]肌肉, 臂力, (可供食用的)瘦肉, 肌	,	muscle
[n]蘑菇,	,	mushroom
[a]音樂的, 悅耳的；音樂喜劇	,	musical
[n]神秘, 神秘的事物	,	mystery
保姆, 奶媽	,	nanny
[n]本地人, 土產, 土人；[a]本國的, 出生地的, 本地的, 與生俱來的, 天賦的, 土產的, 土著的	,	native
[n]海軍	,	navy
[n]必要性, 需要,必需品	,	necessity
[n]領帶	,	necktie
[n]附近, 鄰近	,	neighborhood
[n]神經, 膽量, 勇氣, 葉脈；[vt]鼓起勇氣	,	nerve
[a]神經緊張的, 不安的, 強健有力的	,	nervous
[n]網絡, 網狀物, 廣播網	,	network
[n]諢號, 綽號, 昵稱；[vt]給...取綽號, 給...起渾名	,	nickname
[a]高尚的, 貴族的, 高貴的；[n]貴族	,	noble
[n]正規, 常態, 法線；[a]正常的, 正規的, 標準的	,	normal
[n](長篇)小說家	,	novelist
[vt]觀察, 觀測, 遵守, 評述, 說	,	observe
[a]明顯的, 顯而易見的	,	obvious
[n]場合, 時機, 機會	,	occasion
[a]奇數的, 單數的,	,	odd
[n]操作員, 工作者, (電話)接線員, 報務員, 手術員, 行家, 經營者, 算子	,	operator
[n]機會, 時機	,	opportunity
[a]相對的, 對面的, 對立的, 相反的,	,	opposite
[a]樂觀的	,	optimistic
[n]起源, 由來, 起因, 出身, 血統, 原點	,	origin
[a]最初的, 原始的, 獨創的, 新穎的；[n]原物, 原作	,	original
[n]孤兒,；[a] 孤兒的；[vt]使成孤兒	,	orphan
[v]應該	,	ought to
[n]戶外；[副]在戶外, 在野外；[a]=outdoor	,	outdoors
[a]外部的, 外面的, 遠離中心的；[n](射擊)環外命中	,	outer
[n]大綱, 輪廓, 略圖, 外形, 要點, 概要；[vt]描畫輪廓, 略述	,	outline
[n]外套大衣	,	overcoat
[vt]欠(債等), 受到...的思想, 感激, 把...歸功于；[v]欠,應感激,應該把…歸功于(to)；[vi]欠錢	,	owe
[n]所有權, 物主身份	,	ownership
[n]宮, 宮殿	,	palace
[n]柵欄, 界線, 範圍；[a]蒼白的, 暗淡的, 無力的；[vi]變蒼白, 失色；[vt]使變蒼白, 使失色, 用柵欄圍	,	pale
[n]薄烤餅	,	pancake
[n]驚慌, 恐慌, 沒有理由的	,	panic
[n]遊行, 衒耀, 閱兵, 檢閱, 閱兵場；[v]遊行, 衒耀, 誇耀, (使)列隊行進	,	parade
[n]天堂	,	paradise
[n]小包, 包裹；[vt]打包, 捆扎	,	parcel
[vi]參與, 參加, 分享, 分擔	,	participate
[n]通過, 經過, 通道, 通路, (一)段, (一)節	,	passage
[n]激情, 熱情	,	passion
[n]護照	,	passport
[n]密碼, 口令	,	password
[n]耐性, 忍耐	,	patience
[n]中止, 暫停, 休止符；[vi]暫停, 中止；[n]暫停；[n]DOS命令﹕暫停批文件處理, 在繼續處理之前等待按任一鍵	,	pause
[n]人行道, 公路	,	pavement
[n]手掌, 手爪；[v]以蹄扒地, 抓, 笨拙地使用, 費力地前進；[縮] Plasma-Arc Welding, 等離子弧焊	,	paw
[n]薪水, 工資；[v]支付, 交納, 給予, 有利, 值得, 合算	,	pay
[n]豌豆	,	pea
[n]山頂, 頂點, 帽舌, (記錄的)最高峰；[a]最高的；[vi]到達最高點, 消瘦, 縮小；[vt]使豎起, 使達到最高點	,	peak
[n]珍珠	,	pearl
[v]剝, 削, 剝落	,	peel
[n]窺看, 隱約看見；[vi]窺視, 偷看	,	peep
[n]便士, <美>分	,	penny
[vt]履行, 執行, 表演, 演出；[v]完成任務	,	perform
[n]履行, 執行, 成勣, 性能, 表演, 演奏	,	performance
[n]許可, 允許	,	permission
[n]通行證, 許可證, 執照；[v]許可, 允許, 准許	,	permit
[n]個性, 人格, 人物, 名人, (用複數)誹謗﹑人身攻擊	,	personality
[v]說服, 勸說, (使)相信, 勸某人做(不做)某事	,	persuade
[n](醃肉﹑菜等用的)鹽汁, 醋汁, 醃漬品, 泡菜；[vt]醃, 泡	,	pickle
[n]藥丸, 口服避孕藥, 彈丸	,	pill
[n]飛行員, 領航員, 引水員；[vt]駕駛(飛機等), 領航, 引水；[v]駕駛	,	pilot
[n]松樹, 樹木；[v]消瘦, 憔悴, 渴望, 渴慕	,	pine
[v](覺得)可憐；[n]憾事, 憐憫, 同情	,	pity
[n]塑膠, 可塑體, 塑料製品, 整形；[a]塑膠的, 塑造的, 有可塑性的, 造形的, (外科)整形的	,	plastic
[n]豐富, 大量	,	plenty
[vt]堵, 塞, 插上, 插栓；[n]塞子, 插頭, 插銷	,	plug
[n] 李子, 洋李	,	plum
[n]水管工人	,	plumber
[n]棒, 柱, 杆, 竿, 極, 磁極, 電極；[vt]用竿支撐, 用棒推；[vi]撐篙	,	pole
[a]政治的, 行政上的	,	political
[n]政治家, 政客	,	politician
[n]政治, 政治學, 政綱, 政見	,	politics
[n]選舉之投票, 民意測驗；[v]投票, 獲得選票, 選舉中獲得	,	poll
[vt]弄臟, 污染	,	pollute
[n]小型馬；[v]付清；[a]小型的, (新聞)每日摘要的	,	pony
[n]取出, 砰然聲；[a]流行的；[vt]開槍打；[副]突然；[vi]發出爆裂聲；[n]<口>汽水	,	pop
[a]通俗的, 流行的, 受歡迎的	,	popular
[n]一部份, 一分	,	portion
[n]肖像, 人像	,	portrait
[n]郵資	,	postage
[n]海報, 招貼, (佈告, 標語, 海報等的)張貼者	,	poster
[vt]推遲, 使延期, 延遲	,	postpone
[v]灌注, 傾瀉, 涌入, 流, 傾盆大雨	,	pour
[n]貧窮, 貧困, 貧乏, 缺少	,	poverty
[n]粉, 粉末, 火藥, 塵土；[vt]搽粉于, 撒粉, 使成粉末；[vi]搽粉, 變成粉末	,	powder
[a]實際的, 實踐的, 實用的, 應用的, 有實際經驗的	,	practical
[n]祈禱	,	prayer
[a]寶貴的, 貴重的, 珍愛的, 過於精緻的, 珍愛的	,	precious
[n]準備, 預備	,	preparation
[n]壓, 壓力, 電壓, 壓迫, 強制, 緊迫	,	pressure
[vt]假裝, 裝扮, (作為藉口或理由)偽稱	,	pretend
[v]防止, 預防	,	prevent
[a]在前的, 早先的；[副]在...以前；返回上一級菜單	,	previous
[n]牧師	,	priest
[a]第一位的, 主要的, 初步的, 初級的, 原來的, 根源的	,	primary
[a]很可能的, 大概的	,	probable
[n]過程, 作用, 方法, 程序, 步驟, 進行, 推移；[vt]加工, 處理	,	process
[n]產品, 產物, 乘積	,	product
[n]利潤, 益處, 得益；[vi]得益, 利用；[vt]有益于, 有利於	,	profit
[n]節目, 程序, 綱要；[vt]規劃, 擬...計劃, 安排...入節目；[vi]安排節目, 編程序；(電腦)程序,(電視)節目	,	program
[vt]促進, 發揚, 提昇, 提拔, 晉昇為	,	promote
[n]證據, 試驗, 考驗, 校樣；[a]不能透入的, 證明用的, 防...的, 有耐力的；[vt]檢驗, 校對, 使不被穿透	,	proof
[a]適當的, 正確的, 固有的, 特有的, 有禮貌的, 正當的, 嚴格意義上的, 徹底的	,	proper
[n]財產, 所有物, 所有權, 性質, 特性, (小)道具	,	property
[n]提議, 建議	,	proposal
[n]保護	,	protection
[a]給予保護的, 保護的	,	protective
[n]酒館, 客棧	,	pub
[a]純的, 純粹的, 純淨的, 無垢的, 純潔的, 完美的, 抽象的	,	pure
[vt]追趕, 追蹤, 追擊, 繼續, 從事	,	pursue
[n]吵架, 反目, 怨言, 爭吵的原因；[vi]吵架, 爭論, 挑剔	,	quarrel
[vt]引用, 引證, 提供, 提出, 報(價)	,	quote
[a]人種的, 種族的, 種族間的	,	racial
[n]雷達, 電波探測器	,	radar
[n]葡萄乾	,	raisin
[n]等級, 橫列, 階級；[a]繁茂的, 惡臭的, 討厭的；[vt]排列, 歸類于, 把...分等；[vi]列為, 列隊；[n] 秩	,	rank
[n]比率, 速度, 等級, 價格, 費用；[vt]估價, 認為, 鑒定等級, 責罵；[vi]被評價, 責罵	,	rate
[n]生肉, 擦傷處, 身上的痛處；[a]未加工的, 生疏的, 處於自然狀態的, ,不摻水的, 擦掉皮的；[vt]擦傷	,	raw
[n]光線, 閃爍, 微量；[vi]射出光線, 浮現, 放射光線；[vt]放射, 顯出	,	ray
[n]剃刀；[vt]剃	,	razor
[vi]起反應, 起作用, 反抗, 起反作用	,	react
[n]反應, 反作用, 反動(力)	,	reaction
[a]合理的, 有道理的, 通情達理的, 講道理的	,	reasonable
[n]收條, 收據, 收到；[v]收到	,	receipt
[n]接受者, 接收器, 收信機	,	receiver
[vt]認可, 承認, 公認, 賞識；[vi]具結	,	recognize
[n]記錄員, 錄音機；[n] 宏錄制器, 記錄器	,	recorder
[vt]重新獲得, 恢復, 使改過；[vi]痊癒, 復原, 勝訴；[n]DOS命令﹕從含有損壞磁盤扇區的磁盤上恢復文件	,	recover
[vt]減少, 縮小, 簡化, 還原	,	reduce
[a]整個地區的, 地方地, 地域性地	,	regional
[n]遺憾, 悔恨, 抱歉, 歉意；[vt]為...感到遺憾, 後悔, 惋惜, 哀悼, 懊悔；[vi]感到抱歉	,	regret
[vi]放松, 休息, 休養, 變從容；[vt]使松馳, 緩和, 使鬆懈, 使休息	,	relax
[n]釋放, 讓渡, 豁免, 發行的書, 釋放證書；[vt]釋放, 解放, 放棄, 讓與, 免除, 發表；[n]版本, 發佈	,	release
[a]可靠的, 可信賴的	,	reliable
[n](痛苦等的)減輕, (債務等的)免除, 救濟, 調劑, 安慰, 浮雕, 地貌	,	relief
[n]宗教, 信仰	,	religion
[a]信奉宗教的, 虔誠的, 宗教上的, 修道的, 嚴謹的；[n]僧侶, 尼姑, 修道士	,	religious
[v]依賴, 依靠, 信賴, 信任, 依賴于	,	rely
[vi]保持, 逗留, 剩餘, 殘存	,	remain
[vt]提醒, 使想起	,	remind
[a]遙遠的, 偏僻的, 細微的	,	remote
[vt]移動, 開除, 移交；[vi]遷移, 搬家；[n]移動, 距離, 班級, 升級	,	remove
[vt]使更新, 使恢復, 重申, 補充, 續借, 復興；[vi]更新, 重新開始	,	renew
[v]租, 租借, 出租；[n]租金	,	rent
[n]修理, 修補；[vt]修理, 修補, 補救, 糾正	,	repair
[vt]取代, 替換, 代替, 把...放回原處	,	replace
[vt]表現, 描繪, 聲稱, 象征, 扮演, 回憶, 再贈送, 再上演；[vi]提出異議	,	represent
[n]代表；[a]典型的, 有代表性的	,	representative
[n]共和國, 共和政體；[a]共和的	,	republic
[vt]請求, 要求；[n]請求, 要求, 邀請	,	request
[n]儲備(物), 儲藏量, 預備隊；[vt]儲備, 保存, 保留, 預定, 預約	,	reserve
[vt]抵抗, 反抗, 抗, 忍得住	,	resist
[n]資源, 財力, 辦法, 智謀	,	resource
[v]回答, 響應, 作出反應；[vi]有反應	,	respond
[n]回答, 響應, 反應	,	response
[n]責任, 職責	,	responsibility
[vt]限制, 約束, 限定	,	restrict
[vt]展現, 顯示, 揭示, 暴露	,	reveal
[n]緞帶, 絲帶, 帶, 帶狀物, 帶子	,	ribbon
[vt]使擺脫, 使去掉	,	rid
[n]謎, 謎語, 神秘人物；[v]解謎, 出謎, 迷惑	,	riddle
[a]熟的, 成熟的, 時機成熟的；[v]成熟	,	ripe
[vt]冒...的危險；[n]冒險, 風險	,	risk
[n]吼叫, 怒號；[vi]吼叫, 怒號；[v]滾動, 咆哮	,	roar
[v]烤, 烘, 烘烤, 暴露于某種熱力下以得溫暖	,	roast
[v]搶奪, 搶掠, 剝奪	,	rob
[n]強盜, 盜賊	,	robber
[n]搶掠, 搶奪	,	robbery
[n]長袍, 罩衣, 禮服, 制服	,	robe
[n]火箭；[v]飛速上昇	,	rocket
[a]傳奇式的, 浪漫的, 空想的, 夸大的	,	romantic
[a]腐爛的, 惡臭的, 墮落的, (岩石等)風化的, 虛弱的, 無用的	,	rotten
[a]粗糙的, 粗略的, 大致的, 粗野的, 粗暴的, 粗略敘述的；[v]大體描述；[副]粗糙地	,	rough
[n]例行公事, 常規, 日常事務, 程序	,	routine
[n](小)地毯, 墊子	,	rug
[n]流言, 謠言, 傳聞；[vt]謠傳, 傳聞	,	rumor
[a]生鏽的, 遲鈍的, 腐蝕了的, 鐵鏽色的, 生了鏽的	,	rusty
[n]為了...之好處, 出於對...的興趣, 緣故, 理由, 日本米酒	,	sake
[n]薪水；[vt]給...加薪	,	salary
[a]滿意的, 贖罪的	,	satisfactory
[n]茶托, 碟子, 茶碟	,	saucer
[n]香腸, 臘腸	,	sausage
儲蓄	,	savings
[n]刻度,衡量,比例,數值範圍,比例尺,天平,等級；[vt]依比例決定,攀登,測量；[vi]剝落,生水垢,重,攀登,衡量	,	scale
[a]缺乏的, 不足的, 稀有的, 不充足的	,	scarce
[n]稻草人, 衣衫襤褸的人	,	scarecrow
[n]圍巾, 頭巾領巾, 嵌接, 嵌接處, 切口；[v]圍(圍巾), 披(頭巾)嵌接	,	scarf
[a]引起驚慌的	,	scary
[v]分散, 散開, 撒開, 驅散	,	scatter
[n]時間表, 進度表；[v]確定時間	,	schedule
[n]學者	,	scholar
[n]獎學金, 學問, 學識	,	scholarship
[a]科學的	,	scientific
[n]偵察, 搜索, 偵察員, 偵察機；[vi]守候, 偵察, 巡視, 嘲笑；[vt]偵察, 跟蹤, 覓得, 監視, 輕蔑地拒絕(建議	,	scout
[v]尖聲叫, 尖聲喊叫；[n]尖叫聲, 喊叫聲	,	scream
[n]螺絲釘, 螺旋, 螺杆, 螺孔, 螺旋槳, 吝嗇鬼；[vt]調節, 旋, 加強, 壓榨, 強迫, 鼓舞；[vi]轉動, 旋, 擰	,	screw
[v]洗擦, 擦淨, 使(氣體)淨化, 擦洗；[n]洗擦, 擦淨, 擦洗者, 矮樹, 灌木；[a]次等的, 矮小的, 臨時湊合的	,	scrub
[n]封鉛, 封條, 印, 圖章, 密封；[vt]封, 密封；[n]海豹, 海豹毛皮	,	seal
[a]次要的, 二級的, 中級的, 第二的	,	secondary
[n]安全	,	security
[v]尋找, 探索, 尋求	,	seek
[v]抓住, 逮住, 奪取；[vt]沒收, 查封	,	seize
[副]很少, 不常	,	seldom
[a]有感覺的, 明智的, 有判斷力的	,	sensible
[a]敏感的, 靈敏的, 感光的	,	sensitive
[n]分離, 分開	,	separation
[v]縫製, 縫紉, 縫合	,	sew
[n]性別, 男性或女性,	,	sex
[a]性的, 性別的, 有性的	,	sexual
[a]有性感的, 色情的, 迷人的	,	sexy
[n]蔭, 陰暗, 蔭涼處, 圖案陰影, 黑暗, 顏色深淺, 遮光物, 帘；[vi]漸變；[vt]遮蔽, 使陰暗, 使漸變, 微減	,	shade
[n]陰影, 影子, 影像, 預兆, 庇護, 隱蔽處, 陰暗, 少許；[vt]遮蔽, 使朦朧, 預示, 尾隨；[vi]漸變, 變陰暗	,	shadow
[a]淺的, 淺薄的	,	shallow
[n]羞恥, 羞愧, 可恥的人(或事物)	,	shame
[n]洗髮精, 洗髮香波, 洗髮；[vt]洗頭, 洗髮	,	shampoo
[v]剃, 刮, 削刮；[vt]刨, 削；[n]刮臉	,	shave
[n]牧羊人, 牧羊狗；[v]牧羊, 看管, 帶領	,	shepherd
[a]擦亮的, 有光澤的, 晴朗的, 閃耀的, 發亮的	,	shiny
[v]縮短, (使)變短	,	shorten
[副]立刻, 不久, 簡略地, 簡言之, 即刻	,	shortly
[n]鏟, 鐵鏟；[v]鏟	,	shovel
[v]收縮, (使)皺縮, 縮短	,	shrink
[n]嘆息, 嘆息聲；[vi]嘆息, 嘆氣	,	sigh
[n]信號；[a]信號的；[v]發信號, 用信號通知	,	signal
[a]有意義的, 重大的, 重要的	,	significant
[n]類似, 類似處	,	similarity
[n] 違背習俗, 不合情理之事, 過失, 罪過, 正弦函數	,	sin
[a]誠摯的, 真實的, 真誠的	,	sincere
[v]吸吮	,	sip
[n]情形, 境遇, (建築物等的)位置	,	situation
[n]冰鞋, 溜冰, 老馬, 可鄙的人；[vi]滑冰, 滑過	,	skate
[n]滑雪橇；[vi]滑雪	,	ski
[v]跳, 蹦, 急速改變, 跳讀, 遺漏, 跳躍；[n]跳躍	,	skip
[n]摩天樓, 高叢的煙囪	,	skyscraper
[n]奴隸；[v]辛勤努力	,	slave
[n]袖子	,	sleeve
[n]薄片, 切片, 一份, 部份, 片段；[v]切(片)	,	slice
[a]滑的, 光滑的	,	slippery
[n]斜坡, 斜面, 傾斜；[v](使)順斜	,	slope
[a]平滑的, 平坦的, 平穩的, 無毛的；[vt]使光滑, 燙平, 使優雅；[vi]變平滑, 變平靜；[n]一塊平地, 平滑部份	,	smooth
[n]固體, 立體；[a]固體的, 實心的, 堅固的, 結實的, 立體的, 可靠的, 一致的, 純粹的	,	solid
[副]有一天	,	someday
[副]不知何故	,	somehow
[副]稍微, 有點, 有些	,	somewhat
[a]疼痛的, 痛心的, 劇烈的；[n]痛的地方, 痛處	,	sore
[n]悲哀, 悲痛	,	sorrow
[n]意大利式細麵條	,	spaghetti
[n]特效藥, 細節；[a]詳細而精確的, 明確的, 特殊的, 特效的, 種的	,	specific
[n]香料, 調味品, 趣味, 意味, 情趣	,	spice
[n]溢出, 濺出, 摔下, 木片, 小塞子, 暴跌；[vt]使溢出, 使散落, 灑, 使流出, 使摔下；[vi]溢出, 涌流, 充滿	,	spill
[v]旋轉, 紡, 紡紗；[n]旋轉	,	spin
[n]唾液；[v]吐(唾沫), 吐出, 發射, 發出, 噴吐	,	spit
[n]濺, 飛濺, 斑點；[v]濺, 潑, 濺濕	,	splash
[vt]損壞, 搞糟, 寵壞, 溺愛；[v]擾亂	,	spoil
[n]噴霧, 飛沫；[vt]噴射, 噴濺	,	spray
[v]撒(某物)于(某物之表面), 灑, 噴撒	,	sprinkle
[n]特工人員, 間諜, 偵探, 探員, 秘密偵察他人行動者；[v]偵察, 偵察, 發現	,	spy
[n]壓榨, 擠；[v]壓榨, 擠, 擠榨	,	squeeze
[n]刺, 刺傷的傷口, 一陣突然而強烈的感覺, 中傷, 傷痛；[v]剌, 刺傷, 傷害(感情等)	,	stab
[a]穩定的	,	stable
[n]露天大型運動場	,	stadium
[n] 全體職員	,	staff
[v](～ at) 凝視, 盯著看	,	stare
[vt]使餓死；[vi]餓得要死	,	starve
[vt]以彫像裝飾；[n]彫像	,	statue
[a]穩固的, 穩定的, 堅定的, 扎實的, 堅定不移的；[v](使)穩定, (使)穩固	,	steady
[a]陡峭的, 險峻的, 急劇昇降的,；[n]懸崖, 峭壁,	,	steep
[n]前夫(或前妻)所生子女	,	stepchild
[n]繼父	,	stepfather
[n]繼母	,	stepmother
[n]立體聲系統, 立體聲,	,	stereo
[a]粘的, 粘性的	,	sticky
[a]硬的, 僵直的, 拘謹的, 呆板的, 艱難的, 費勁的, 殭硬的	,	stiff
[n]刺, 刺痛, 針刺；[v]刺, 刺痛, 刺激	,	sting
[vt] 激起, 攪和, 惹起	,	stir
[v]縫, 縫合；[n]一針, 針腳, 縫針	,	stitch
[n]長襪	,	stocking
[n]胃, 胃口, 胃部；[v]容忍	,	stomach
[n]凳子, 大便, 廁所；[vi]長新枝；[vt]誘捕	,	stool
[a]暴風雨的, 多風暴的, 激烈的, 暴怒的, 有暴風雨的	,	stormy
[n]策略, 軍略	,	strategy
[n]力, 力量, 力氣, 實力, 兵力, 濃度	,	strength
[n]結構, 構造, 建築物；[vt]建築, 構成, 組織	,	structure
[a]頑固的, 固執的, 堅定的, 堅決的, 難應付的, 難處理的	,	stubborn
[n]畫室, 照相室, 工作室, (無線電或電視節目的)演播室, (製作電影的)攝影棚, (電影公司的)攝影場	,	studio
[n]原料, 材料, 素材資料；[vt]塞滿, 填滿, 填充	,	stuff
[n]風格, 時尚, 文體, 風度, 類型, 字體	,	style
[n]物質, 實質, 主旨	,	substance
[n]市郊, 郊區	,	suburb
[v]吸, 吮, 吸取	,	suck
[vt]遭受, 經歷, 忍受；[vi]受痛苦, 受損害	,	suffer
[a]充份的, 足夠的	,	sufficient
[vt]建議, 提出, 使想起, 暗示	,	suggest
[n]自殺, 自毀, 給自己帶來傷害或損失的行為	,	suicide
[a]適當的, 相配的	,	suitable
[n]總數, 和, 金額, 算術題	,	sum
[n]摘要, 概要	,	summary
[n]頂點, 最高階層；[a]政府首腦的；[vi]參加最高級會議的	,	summit
[a]較高的, 上級的, 上好的, 出眾的, 高傲的	,	superior
[vt]推想, 假設, 猜想；[vi]料想；[連]假使...結果會怎樣	,	suppose
[vt]包圍, 環境；[v]圍繞	,	surround
[vt]調查(收入,民意等) 測量, 勘定, 審視, 視察	,	survey
[n]生存, 幸存, 殘存, 幸存者, 殘存物	,	survival
[n]生還者, 殘存物	,	survivor
[n]嫌疑犯；[a]令人懷疑的, 不可信的, 可疑的；[v]懷疑, 猜想, 對...有所覺察	,	suspect
[n]猜疑, 懷疑	,	suspicion
[vi]詛咒；[v]宣誓, 發誓	,	swear
[n]汗；[v](使)出汗	,	sweat
[v](使)膨脹, 增大	,	swell
[n]雨燕, (梳棉機等的)大滾筒；[a]迅速的, 快的, 敏捷的, 立刻的；[副]迅速地, 敏捷地	,	swift
[n]開關, 電閘, 轉換；[vt]轉換, 轉變	,	switch
[n]劍	,	sword
[n]系統, 體系, 制度, 體制, 秩序, 規律, 方法	,	system
[n]寫字板, 書寫板, 碑, 牌匾, 拍紙簿, 便箋簿, 藥片, 小塊	,	tablet
[n]裁縫；[vt]剪裁, 縫製(衣服)～, 適應, 適合；[v]制做	,	tailor
[a](指動物)馴服的﹑柔順的, (指人)沒精打彩的﹑順從的, 被開墾的；[vt]馴養, 馴服, 制服；[vi]變得馴服	,	tame
[n]稅, 稅款, 稅金；[vt]對...徵稅, 使負重擔, 指控, 責備	,	tax
[n]揶揄, 戲弄, 逗惹；[vt]取笑, 逗惱, 奚落, 欺負, 嘲弄, 取笑, 強求, 梳理	,	tease
[a]技術的, 技術上的, 技巧方面的	,	technical
[n]技術, 技巧, 方法, 表演法, 手法	,	technique
[n]工藝, 科技, 技術	,	technology
[n] 性情, 脾氣, 情緒, 心情	,	temper
[n]溫度	,	temperature
[a]暫時的, 臨時的, 臨時性	,	temporary
[vi]趨向, 往往是；[vt]照管, 護理	,	tend
[a]嫩的, 溫柔的, 軟弱的	,	tender
[n]領土, 版圖, 地域	,	territory
[n]正文, 原文, 課文, 課本	,	text
[a]感謝的, 感激的	,	thankful
[n]理論, 學說, ...論, 原理, 意見, 推測	,	theory
[n]線, 細絲, 線索, 思路, 螺紋	,	thread
[n]恐嚇, 凶兆, 威脅	,	threat
[vt]恐嚇, 威脅	,	threaten
